activity,session,window_id,timestamp,seconds_elapsed,z_accel,y_accel,x_accel,z_gyro,y_gyro,x_gyro
still,still14-2026-07-04_12-42-58,1,1.2077250497937715,1.2077250497937715,-0.22417050060217886,-1.6827082682491403,-3.4458204835787796,-0.19148020798378707,0.0618214053331763,0.04727578626369101
still,still14-2026-07-04_12-42-58,1,1.217733545383706,1.217733545383706,-0.16668929547022174,-1.8621250109154888,-3.416247350100879,-0.17376776909759448,0.08410959944042168,-0.052062626334682116
still,still14-2026-07-04_12-42-58,1,1.2277420409736401,1.2277420409736401,-0.1249728257795678,-1.841470844352271,-3.4357733875940633,-0.15518802405843918,0.13190367815483786,-0.12796785147336326
still,still14-2026-07-04_12-42-58,1,1.2377505365635746,1.2377505365635746,-0.19772755984893609,-1.7450695903924898,-3.5358496735998117,-0.14626562513572308,0.14266656027576524,-0.1807368952560673
still,still14-2026-07-04_12-42-58,1,1.247759032153509,1.247759032153509,-0.2564979344629087,-1.5730802715021361,-3.4615079613834348,-0.15447990387375746,0.12019248832919542,-0.23173219639688583
still,still14-2026-07-04_12-42-58,1,1.2577675277434437,1.2577675277434437,-0.25185789401466546,-1.193456236756211,-3.4144588174436175,-0.18129471217395024,0.1459109142967891,-0.26884386089601037
still,still14-2026-07-04_12-42-58,1,1.2677760233333781,1.2677760233333781,-0.33398015627975125,-0.7920900439520786,-3.379167188117443,-0.1970719278253502,0.1822183689532128,-0.26007735867620557
still,still14-2026-07-04_12-42-58,1,1.2777845189233126,1.2777845189233126,-0.4249304290731005,-0.563827219664885,-3.139123798941703,-0.18300135849978355,0.16727996798822262,-0.21708178344501106
still,still14-2026-07-04_12-42-58,1,1.287793014513247,1.287793014513247,-0.47702492035898736,-0.5390794647893259,-2.878776763174402,-0.15497396032515598,0.14788315116236275,-0.15508882739802238
still,still14-2026-07-04_12-42-58,1,1.2978015101031815,1.2978015101031815,-0.45949316222272873,-0.49928103411979274,-2.632022941251459,-0.13046144193970965,0.1278537238121761,-0.08444416038129335
still,still14-2026-07-04_12-42-58,1,1.307810005693116,1.307810005693116,-0.33814556339025265,-0.4064693766610488,-2.504750841863391,-0.11570763079453582,0.0837573364685055,-0.01672890474012355
still,still14-2026-07-04_12-42-58,1,1.3178185012830503,1.3178185012830503,-0.21285377181728612,-0.3530126631831528,-2.5497512054630653,-0.11738838777094925,0.020162448026424605,0.03187376527638674
still,still14-2026-07-04_12-42-58,1,1.3278269968729846,1.3278269968729846,-0.13494556572715855,-0.37227944550255154,-2.4096862571136017,-0.08641458504365411,-0.006265123230567898,0.010076163523270551
still,still14-2026-07-04_12-42-58,1,1.337835492462919,1.337835492462919,0.2505255334753096,-0.3515728124950892,-1.345231537646833,-0.10919306894212916,0.0308558105458947,-0.09778661708778386
still,still14-2026-07-04_12-42-58,1,1.3478439880528534,1.3478439880528534,0.12400069348727133,-0.0015317862096742574,-0.5129169186363143,-0.11182632409599652,0.08291052100717708,-0.2728356047328704
still,still14-2026-07-04_12-42-58,1,1.3578524836427879,1.3578524836427879,-0.18421608439039353,-0.26126624558017086,-0.2210319864546296,-0.0599848789511032,0.04898188044455609,-0.4557042539436078
still,still14-2026-07-04_12-42-58,1,1.3678609792327223,1.3678609792327223,0.537111872853661,-0.30214470714940467,-0.08908719909474201,-0.11594523989846488,0.04637342355440189,-0.5480779549813537
still,still14-2026-07-04_12-42-58,1,1.3778694748226568,1.3778694748226568,0.7579280056852806,0.3130800539105081,-0.34704147808886554,-0.16462900941379785,0.05112636770224051,-0.5397365689491233
still,still14-2026-07-04_12-42-58,1,1.3878779704125912,1.3878779704125912,0.12368127071755736,0.21661798946601418,-0.3640747461492456,-0.15231356001605661,-0.0017521783994469547,-0.4920337621021277
still,still14-2026-07-04_12-42-58,1,1.3978864660025256,1.3978864660025256,-0.16816884918232486,-0.19794137643639434,-0.255456391576767,-0.13305970157348684,-0.04118352057239842,-0.4608779238161752
still,still14-2026-07-04_12-42-58,1,1.40789496159246,1.40789496159246,-0.09237319540577234,-0.23601801177337264,-0.10149401601889335,-0.11171414524671863,-0.12445135425281517,-0.47632645745382757
still,still14-2026-07-04_12-42-58,1,1.4179034571823945,1.4179034571823945,-0.14829936849674702,-0.2419002598865752,0.014538151404904638,-0.07957631646026078,-0.18839558828019998,-0.48312805839666956
still,still14-2026-07-04_12-42-58,1,1.427911952772329,1.427911952772329,-0.45034845377941357,-0.4663828924246327,0.09585461308002419,-0.053506815742130676,-0.23442842794594945,-0.3938212060985667
still,still14-2026-07-04_12-42-58,1,1.4379204483622634,1.4379204483622634,-0.5042753813425465,-0.3567633357287497,0.18334034446957653,-0.008265077527600029,-0.2880097230427549,-0.06279722640331253
still,still14-2026-07-04_12-42-58,1,1.4479289439521978,1.4479289439521978,-0.5447054022941407,-0.005904082416441941,0.22164975860934885,-0.01245439034101608,-0.22770080397923254,0.020272849243846702
still,still14-2026-07-04_12-42-58,1,1.4579374395421323,1.4579374395421323,-0.18559089238523435,-0.023715680043170595,0.040756830033531866,-0.033029323101810074,-0.20935578587753573,-0.058405228230281006
still,still14-2026-07-04_12-42-58,1,1.4679459351320667,1.4679459351320667,0.1809951433651024,-0.0807040121901185,-0.049771181575763705,-0.010862446719867,-0.2346148980786101,-0.036050617231046224
still,still14-2026-07-04_12-42-58,1,1.4779544307220012,1.4779544307220012,-0.017041016213284604,-0.012505587510918889,0.008860807712813848,-0.004755561372873261,-0.15629975780519123,-0.013625508250554426
still,still14-2026-07-04_12-42-58,1,1.4879629263119356,1.4879629263119356,-0.006400754176431045,-0.00493053284698107,-0.10443195316099232,-0.0006140718959892037,-0.10105102122322862,-0.022358438489310795
still,still14-2026-07-04_12-42-58,1,1.49797142190187,1.49797142190187,0.05529777318562651,-0.022038600832050385,-0.14573099947526727,0.0028732417754470897,-0.05440087966168517,-0.01471305704443656
still,still14-2026-07-04_12-42-58,1,1.5079799174918045,1.5079799174918045,0.11914356834115207,0.0022857139986752935,-0.2126172726336596,0.001761067423938641,-0.04235269625534081,-0.00716016961788313
still,still14-2026-07-04_12-42-58,1,1.517988413081739,1.517988413081739,0.09444334669254442,0.017769087491483575,-0.20816441061394353,0.002196197370396648,-0.03187971001509475,-0.005633177012821809
still,still14-2026-07-04_12-42-58,1,1.5279969086716734,1.5279969086716734,0.09605015783807619,0.023504395704041486,-0.16434095018253225,0.002037049632134429,-0.013173504578644302,-0.005764631892534257
still,still14-2026-07-04_12-42-58,1,1.5380054042616078,1.5380054042616078,0.09901796894818549,0.02703867620398656,-0.1136141745792796,0.00044942558474562306,0.020815070154743043,-0.00017389248735732478
still,still14-2026-07-04_12-42-58,1,1.5480138998515423,1.5480138998515423,0.23519445115810744,0.03363573875658191,-0.09908383271323465,1.4446596740760772e-05,0.04982900369292692,0.006921783958438649
still,still14-2026-07-04_12-42-58,1,1.5580223954414767,1.5580223954414767,0.2521767572395047,0.005738675141876922,-0.06681239191383939,-0.0008653598944779208,0.03979808679292524,0.007387492633933143
still,still14-2026-07-04_12-42-58,1,1.5680308910314111,1.5680308910314111,0.15301114459996829,-0.06433658436416627,-0.0024818484332176927,-0.002709197088692456,0.017025293231636394,0.0034517823648045863
still,still14-2026-07-04_12-42-58,1,1.5780393866213456,1.5780393866213456,0.07462524427177214,-0.06887775412036888,-0.0047990296155161274,-0.002558540661439186,0.006796893197729598,0.0023064984204218247
still,still14-2026-07-04_12-42-58,1,1.58804788221128,1.58804788221128,0.06708096550387534,-0.05227589566141075,-0.02050844314088204,-0.0023013236999333384,0.00447716019362684,0.003045308684702384
still,still14-2026-07-04_12-42-58,1,1.5980563778012145,1.5980563778012145,0.10202834285455593,-0.031048488394212863,-0.03440712490207662,-0.0009155601017227417,0.0033249870134750463,0.003154363197082362
still,still14-2026-07-04_12-42-58,1,1.608064873391149,1.608064873391149,0.11638058681192179,-0.0016331036828684115,-0.04558541029656865,0.0008739634929574877,0.0019307460530108718,0.002124700686088809
still,still14-2026-07-04_12-42-58,1,1.6180733689810833,1.6180733689810833,0.11478021521257295,0.004253964425361506,-0.05808168697186317,0.0011564428060747037,0.00035397208398143653,0.001566674072033326
still,still14-2026-07-04_12-42-58,1,1.6280818645710178,1.6280818645710178,0.11363061113033608,0.0013330529765358994,-0.051986617121592686,0.0015389045621704875,-0.0008978797046853575,0.0014646032847202841
still,still14-2026-07-04_12-42-58,1,1.6380903601609522,1.6380903601609522,0.12087487717604217,-0.015689099566480944,-0.0186215133177764,0.0041540820852984505,0.0005747953816744806,0.0011880803523389443
still,still14-2026-07-04_12-42-58,1,1.6480988557508867,1.6480988557508867,0.12273760413384038,-0.0355472690016868,0.009738560069005354,0.002679850823112425,0.0003651330890509128,-0.00019575877344069786
still,still14-2026-07-04_12-42-58,1,1.658107351340821,1.658107351340821,0.12048190027788748,-0.0460968259126167,0.0404705493071091,0.001140843060759983,-0.0006202484472140122,-5.643960366635652e-05
still,still14-2026-07-04_12-42-58,1,1.6681158469307555,1.6681158469307555,0.12418070130750525,-0.04166936743502847,0.05451959269587298,-0.0006497266254622006,-0.00036084144406841234,0.000814348601871739
still,still14-2026-07-04_12-42-58,1,1.67812434252069,1.67812434252069,0.12919717237701228,-0.0256218151132128,0.052697869712805365,0.00037499267299390755,0.0008393792795236096,2.740522071042182e-05
still,still14-2026-07-04_12-42-58,1,1.6881328381106244,1.6881328381106244,0.12678681677067832,0.008816335638528988,0.03298557938866927,0.0007547240759419743,0.001880529650397114,-0.00036140366044085565
still,still14-2026-07-04_12-42-58,1,1.6981413337005589,1.6981413337005589,0.12396949779111548,0.03276970980914241,0.0022862652988627913,0.0004914865688225312,-0.0008151375498807443,-0.0006603148039295418
still,still14-2026-07-04_12-42-58,1,1.7081498292904933,1.7081498292904933,0.12334641701984894,0.03912516246753977,-0.02534638763991871,0.00017889262951850367,-0.0006539993049939909,4.152069961627363e-05
still,still14-2026-07-04_12-42-58,1,1.7181583248804277,1.7181583248804277,0.12148372908728165,0.03648208236133992,-0.0379558686185945,0.0013299625012804443,0.0013766414478043531,0.001569637256386576
still,still14-2026-07-04_12-42-58,1,1.7281668204703622,1.7281668204703622,0.11401504015285474,0.026339899948735753,-0.0427847009205709,0.002577593711294174,0.0016826867994008327,0.0007744925038079226
still,still14-2026-07-04_12-42-58,1,1.7381753160602966,1.7381753160602966,0.11603403420920598,0.01919741401319562,-0.027273102379171153,0.0022172523901797607,0.00021423156897690276,0.0001375880959381942
still,still14-2026-07-04_12-42-58,1,1.748183811650231,1.748183811650231,0.12154273312687906,0.020671105193809304,-0.0031072779901121124,-0.00016387496021451082,-0.0006368419124660375,-0.0014584673393809075
still,still14-2026-07-04_12-42-58,1,1.7581923072401653,1.7581923072401653,0.11834712069622187,0.025788465613282213,0.009366558255817729,-0.001001753199531562,0.0013255250977007704,-0.0007400183075076596
still,still14-2026-07-04_12-42-58,1,1.7682008028300997,1.7682008028300997,0.12400405197505335,0.032168744991615594,0.020250343708388976,-0.0006985280479572225,0.0007658213827142345,9.284922381923088e-05
still,still14-2026-07-04_12-42-58,1,1.7782092984200342,1.7782092984200342,0.11703095065600289,0.02759740721919931,0.01887419752191023,-0.0009166548269522151,-0.00019475308157804432,0.001813283741253583
still,still14-2026-07-04_12-42-58,1,1.7882177940099686,1.7882177940099686,0.12177626038824352,0.03390538962537683,0.007471167646545018,-0.0007340100742746264,-0.000512731808618742,0.002180574477401126
still,still14-2026-07-04_12-42-58,1,1.798226289599903,1.798226289599903,0.11853130785419985,0.01627780951244127,-0.01816880792306838,-0.0013452884717300479,-0.0015226434603851278,0.002231450034874466
still,still14-2026-07-04_12-42-58,1,1.8082347851898375,1.8082347851898375,0.11245323984474709,-0.0036462216757095142,-0.028696719912191967,-0.0011383455678890813,0.0004767954883111204,0.0010598686568178072
still,still14-2026-07-04_12-42-58,1,1.818243280779772,1.818243280779772,0.11926176150509775,-0.020201673895076572,-0.03597225570955847,-0.0007633473701631419,0.0004551964330972146,0.0003942146351363505
still,still14-2026-07-04_12-42-58,1,1.8282517763697064,1.8282517763697064,0.12020093133776788,-0.03487544782715371,-0.020238428542285906,0.000852378725135377,-0.0004659874212690602,0.00038374496583979306
still,still14-2026-07-04_12-42-58,1,1.8382602719596408,1.8382602719596408,0.12121972256095198,-0.030500930572852938,-0.0011023019206967046,0.0004371839931368226,-7.686261939822598e-05,0.0002703201455723637
still,still14-2026-07-04_12-42-58,1,1.8482687675495753,1.8482687675495753,0.11757849620805144,-0.018204352640886167,0.013643386543499844,0.0003753251240143727,0.0006409249735125829,-0.0004026035937703211
still,still14-2026-07-04_12-42-58,1,1.8582772631395097,1.8582772631395097,0.11327585646635467,-0.008957443743078695,0.030007630323609768,0.000588882096527404,0.00019949069065421468,-0.0001526746815988674
still,still14-2026-07-04_12-42-58,1,1.8682857587294441,1.8682857587294441,0.12133074164506563,-0.004982490862530234,0.03130747045849248,-0.0014005236751556968,0.0009066910932846998,0.00023217936275316304
still,still14-2026-07-04_12-42-58,1,1.8782942543193786,1.8782942543193786,0.12582872308620002,-0.005009156180673904,0.019220404263021518,-0.0002753801563160896,-0.0029962218576575234,0.00047492402301882713
still,still14-2026-07-04_12-42-58,1,1.888302749909313,1.888302749909313,0.1259703076761736,-0.00617539304711193,-0.009758192975310196,0.0010250212794983746,-0.001401348862399684,-0.0003143896992474619
still,still14-2026-07-04_12-42-58,1,1.8983112454992475,1.8983112454992475,0.12777798637991997,-0.01693402436232217,-0.021065759690268564,-0.00021923393806764016,-0.0032528423736934383,8.665138038472722e-05
still,still14-2026-07-04_12-42-58,1,1.908319741089182,1.908319741089182,0.12589971671025893,-0.017574323703467214,-0.027024190478078133,0.0004004372704250131,0.0011750416129275285,-0.0018475836337892067
still,still14-2026-07-04_12-42-58,1,1.9183282366791163,1.9183282366791163,0.13206255947815415,-0.019693721753650195,-0.02807291556925191,0.0008724509030727513,0.000623325475066164,-0.0007945480328048742
still,still14-2026-07-04_12-42-58,1,1.9283367322690508,1.9283367322690508,0.135839437178947,-0.010395678730290644,-0.009951269563016979,-0.0005178127853604765,0.0011928319758142954,-0.0009235089168395929
still,still14-2026-07-04_12-42-58,1,1.9383452278589852,1.9383452278589852,0.13091694948084992,0.013942197641883416,0.007325948978554573,0.0008691927904932332,-2.0459155272781844e-05,-0.002329822804467049
still,still14-2026-07-04_12-42-58,1,1.9483537234489197,1.9483537234489197,0.12358328166770909,0.0320284976700212,0.011694608717022305,0.00042379999600087204,-0.0006656964190716937,0.0014566521962693065
still,still14-2026-07-04_12-42-58,1,1.958362219038854,1.958362219038854,0.1203995863285829,0.035329148453802764,0.014629199546165263,-0.0007228378310132893,-0.0007636468155992078,0.0002666083257297433
still,still14-2026-07-04_12-42-58,1,1.9683707146287885,1.9683707146287885,0.11598015386600334,0.030556125641303673,0.011086779606771851,-0.00035199303919502514,-0.00036582729775456806,0.0009349867066495008
still,still14-2026-07-04_12-42-58,1,1.978379210218723,1.978379210218723,0.11596968696577936,0.027880600616928267,0.0006547220759350204,-8.065517581651549e-05,0.0008627226400422083,-0.0006234727721881603
still,still14-2026-07-04_12-42-58,1,1.9883877058086574,1.9883877058086574,0.12606414999481874,0.023165134410167335,-0.010254133677715513,-0.0011078462052464945,0.0001997400898363428,0.00015455219418865677
still,still14-2026-07-04_12-42-58,1,1.9983962013985919,1.9983962013985919,0.12951698875348805,0.015915433397168003,-0.025201185845833286,-0.0005293040062529492,-0.0016278709580876056,4.621056190454834e-05
